topic_index,topic_title,tag_name,question_index,question_id,part,question,answer
63,想提升的天赋,事件,2,2892,3,Do you think it is more interesting to watch famous people’s or ordinary people’s shows?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
63,想提升的天赋,事件,3,2891,3,Why do people like to watch talent shows?,"The main reason is that people's choices are shaped by both practical needs and emotions. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
63,想提升的天赋,事件,4,2890,3,Is it possible for us to know whether children who are 3 or 4 years old will become musicians and painters when they grow up?,"Yes, generally speaking, but I would add one condition. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. Different groups may need different approaches, so a flexible answer is usually more realistic."
63,想提升的天赋,事件,5,2889,3,Do you think artists with talents should focus on their talents?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
64,鼓励别人做不愿做的事,事件,1,2818,2,Describe a time when you encouraged someone to do something that he/she didn't want to do You should say: Who he or she is What you encouraged him/her to do How he/she reacted And explain why you encouraged him/her?,"I would like to talk about a small desk lamp, which is a suitable example of a time when you encouraged someone to do something that he/she didn't want to do. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it a few months ago, and I mainly used it in a normal daily situation that became surprisingly memorable. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember staying calm, observing people carefully, and making a practical choice. That small routine made me feel more organised and more in control of my day.

This object is connected with personal growth and problem solving. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
64,鼓励别人做不愿做的事,事件,2,2817,3,Do you think some people are better than others at persuading?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
64,鼓励别人做不愿做的事,事件,3,2816,3,What kind of encouragement should parents give?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
64,鼓励别人做不愿做的事,事件,4,2815,3,When should parents encourage their children?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
64,鼓励别人做不愿做的事,事件,5,2814,3,What do you think young people spend most of their money on?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
65,发挥想象力,事物,1,6030,2,Describe a time you needed to use your imagination You should say: When it was Why you needed to use imagination How difficult or easy it was And explain how you felt about it,"I would like to talk about a reusable water bottle, which is a suitable example of a time you needed to use my imagination. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it when I was in high school, and I mainly used it in a normal daily situation that became surprisingly memorable. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember staying calm, observing people carefully, and making a practical choice. That small routine made me feel more organised and more in control of my day.

This object is connected with personal growth and problem solving. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
65,发挥想象力,事物,2,2704,3,What subjects are helpful for children's imaginations?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
65,发挥想象力,事物,3,2703,3,What kinds of jobs require imagination?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
65,发挥想象力,事物,4,2702,3,Do you think imagination is essential for scientists ?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
65,发挥想象力,事物,5,2701,3,Do you think adults can have lots of imagination?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
66,第一次说外语,,1,2540,2,Describe the time when you first talked in a foreign language You should say Where you were Who you were with What you talked about And explain how you felt about it,"I would like to describe the time when you first talked in a foreign language. It happened last spring, and although it was not a huge event, it was memorable because I had to react in a sensible way.

The situation took place in a small study room after class. At the beginning, I thought it would be straightforward, but it soon became more complicated than expected. I ended up repeating useful phrases aloud and recording myself for feedback. During the process, I had to communicate clearly, manage my emotions, and make a few quick decisions. That is probably why the memory stayed with me.

The experience is closely related to language learning and education. What I learned was that a small situation can still reveal a lot about a person's attitude. I felt a bit nervous at first, but afterwards I felt proud because I had handled it calmly. Overall, it was a realistic experience: not perfect, not dramatic, but definitely useful for my personal growth."
66,第一次说外语,,2,2539,3,Do you think minority languages will disappear?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
66,第一次说外语,,3,2538,3,"Does a person still need to learn languages, if he or she is good at English?","In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
66,第一次说外语,,4,2537,3,"Which skill is more important, speaking or writing?","It depends on the purpose, but I would normally choose the option that creates longer-term value. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
66,第一次说外语,,5,2536,3,At what age should children start learning a foreign language?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
67,读到的有用的书,,1,2486,2,Describe a book you read that you found useful You should say What it is When and where did you read it Why it is useful And explain your feeling about it,"I would like to talk about a language-learning app, which is a suitable example of a book you read that you found useful. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it during the winter holiday, and I mainly used it on my phone after dinner. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember paying attention to the message rather than just the famous face or the visual effects. That small routine made me feel more organised and more in control of my day.

This object is connected with arts, media, and entertainment. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
67,读到的有用的书,,2,2485,3,"Some people say that it is easier for children who start reading from a young age to succeed, do you agree?","In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
67,读到的有用的书,,3,2484,3,What’s the difference between paper books and e-books?,"In my opinion, the key point is balance. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
67,读到的有用的书,,4,2483,3,What’s the difference between the reading habits of old people and young people?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
67,读到的有用的书,,5,2482,3,What are the types of books that young people like to read?,"In my opinion, the key point is balance. Enjoyment is important, but people also look for meaning. A good piece of media can entertain us while also making us think about society or our own lives. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,1,1744,2,Describe a person who like to help others You should say: Who this person is? What he helps others Why he help others and explain how do you feel about him or her.,"I would like to talk about Aiden, who is a good example of a person who like to help others. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Aiden one Saturday afternoon, and what stood out to me was the way this person behaved in ordinary situations. We spent time together in a normal daily situation that became surprisingly memorable, and I noticed that Aiden was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Aiden did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Aiden so clearly is connected with personal growth and problem solving. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Aiden."
68,乐于助人的人,人物,2,6028,3,"Who should people ask for help,colleagues or family members?","In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,3,6027,3,What kind of help do people need when looking for a new job?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,4,6024,3,Should children help their parents with household chores?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,5,1743,3,Why are some people willing to help others?,"The main reason is that people's choices are shaped by both practical needs and emotions. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,6,1742,3,Who should teach children to help others? Parents or teachers?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,7,1741,3,Do people nowadays help others more than in the past?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
68,乐于助人的人,人物,8,1740,3,In what kinds of professions do people help others more?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
69,对家庭重要的东西,,1,5999,2,Describe something important that has been kept in your family for a long time You should say: What it is When your family had it How your family got it And explain why it is important to your family,"I would like to talk about a pair of wireless earbuds, which is a suitable example of something important that has been kept in my family for a long time. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it last summer, and I mainly used it in a normal daily situation that became surprisingly memorable. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember staying calm, observing people carefully, and making a practical choice. That small routine made me feel more organised and more in control of my day.

This object is connected with everyday life and personal values. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
69,对家庭重要的东西,,2,2776,3,What's the influence of technology on museums?,"In my opinion, the key point is balance. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
69,对家庭重要的东西,,3,2775,3,What kinds of things are kept in museums?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
69,对家庭重要的东西,,4,2774,3,What's the difference between things valued by people in the past and today?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
69,对家庭重要的东西,,5,2773,3,What things do families keep for a long time?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
70,自行车/摩托车/汽车旅行,事件,1,3087,2,Describe a bicycle/motorcycle/car trip you would like to go on You should say: Who you would like to go with Where you would like to go When you would like to go And explain why you would like to go by bicycle/motorcycle/car,"I would like to describe a bicycle/motorcycle/car trip I would like to go on. It happened a few months ago, and although it was not a huge event, it was memorable because I had to react in a sensible way.

The situation took place near a busy ring road at about six in the evening. At the beginning, I thought it would be straightforward, but it soon became more complicated than expected. I ended up checking the map, texting the person waiting for me, and listening to a short podcast. During the process, I had to communicate clearly, manage my emotions, and make a few quick decisions. That is probably why the memory stayed with me.

The experience is closely related to traffic and public transport. What I learned was that a small situation can still reveal a lot about a person's attitude. I felt a bit nervous at first, but afterwards I felt proud because I had handled it calmly. Overall, it was a realistic experience: not perfect, not dramatic, but definitely useful for my personal growth."
70,自行车/摩托车/汽车旅行,事件,2,3086,3,Do you think people need to change the way of transportation drastically to protect the environment?,"Yes, generally speaking, but I would add one condition. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. Different groups may need different approaches, so a flexible answer is usually more realistic."
70,自行车/摩托车/汽车旅行,事件,3,3085,3,"Which form of vehicle is more popular in your country, bikes, cars or motorcycles?","It depends on the purpose, but I would normally choose the option that creates longer-term value. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
70,自行车/摩托车/汽车旅行,事件,4,3084,3,How are the transportation systems in urban and rural areas different?,"I think the best way is to combine personal effort with support from the wider environment. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
70,自行车/摩托车/汽车旅行,事件,5,3083,3,Do you think air pollution comes mostly from vehicles?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
70,自行车/摩托车/汽车旅行,事件,6,3082,3,Do you think people need to drastically change their methods of transportation to protect the environment?,"Yes, generally speaking, but I would add one condition. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. Different groups may need different approaches, so a flexible answer is usually more realistic."
70,自行车/摩托车/汽车旅行,事件,7,3081,3,"Which vehicle is most popular in your country, bikes, cars or motorcycles?","It depends on the purpose, but I would normally choose the option that creates longer-term value. A city needs reliable buses and trains, better road planning, and rules that make private car use less necessary during peak hours. One solution by itself usually just moves the problem somewhere else. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
71,为家人骄傲,事件,1,6097,2,Describe a time when you felt proud of a family member You should say: When it happened Who the person is What the person did And explain why you felt proud of him/her,"I would like to talk about Mia, who is a good example of a time when you felt proud of a family member. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Mia when I was in high school, and what stood out to me was the way this person behaved in ordinary situations. We spent time together at home when I urgently needed to finish something online, and I noticed that Mia was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Mia did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Mia so clearly is connected with technology and modern life. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Mia."
71,为家人骄傲,事件,2,6100,3,What do you think about children working hard just for grades?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
71,为家人骄傲,事件,3,6099,3,Do rewards help a child become better?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
71,为家人骄傲,事件,4,3075,3,When would parents feel proud of their children?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
71,为家人骄傲,事件,5,3074,3,Is it good to reward children very often? Why?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
71,为家人骄傲,事件,6,3073,3,Should parents reward children?Why and how?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
71,为家人骄傲,事件,7,3072,3,On what occasions would adults be proud of themselves?,"In my opinion, the key point is balance. Food is not only about taste. It carries memory, respect, and family identity, especially during festivals or important gatherings. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
71,为家人骄傲,事件,8,3071,3,When do parents feel proud of their children?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
72,花费超过预期的物品,事物,1,3070,2,Describe an item on which you spent more than expected You should say: What it is How much you spent on it Why you bought it And explain why you think you spent more than expected,"I would like to talk about a second-hand camera, which is a suitable example of an item on which you spent more than expected. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it last spring, and I mainly used it in a normal daily situation that became surprisingly memorable. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember staying calm, observing people carefully, and making a practical choice. That small routine made me feel more organised and more in control of my day.

This object is connected with everyday life and personal values. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
72,花费超过预期的物品,事物,2,3069,3,Do you often buy more than you expected?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
72,花费超过预期的物品,事物,3,3068,3,Do people buy things they don't need?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
72,花费超过预期的物品,事物,4,3067,3,What do you think young people spend most of their money on?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
72,花费超过预期的物品,事物,5,3066,3,Do you think it is important to save money?Why?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
72,花费超过预期的物品,事物,6,3065,3,Do you often buy more than you expect?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
73,给别人建议,事物,1,1719,2,Describe a time that you gave advice to others You should say: When it was Who you gave advice to What the advice was Why you gave advice And explain how you felt about the advice,"I would like to talk about a language-learning app, which is a suitable example of a time that you gave advice to others. It may sound ordinary at first, but it became meaningful because of the way I used it.

I got it during the winter holiday, and I mainly used it in a normal daily situation that became surprisingly memorable. What made it useful was not the price or the design, but the fact that it solved a real problem. I remember staying calm, observing people carefully, and making a practical choice. That small routine made me feel more organised and more in control of my day.

This object is connected with everyday life and personal values. It reminded me that useful things do not have to be expensive or impressive. A good object should fit a person's real needs and make life slightly smoother. For that reason, I still remember it clearly, and I would describe it as practical, reliable, and unexpectedly important."
73,给别人建议,事物,2,6080,3,What are the problems if you ask too many people for advice?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. The main risk is choosing the easiest short-term solution and ignoring the long-term cost."
73,给别人建议,事物,3,6078,3,What are the personalities of people whose job is to give advice to others?,"In my opinion, the key point is balance. Skills matter, but reliability and communication often matter just as much. A person who can cooperate well is usually more valuable than someone who is talented but difficult to work with. Different groups may need different approaches, so a flexible answer is usually more realistic."
73,给别人建议,事物,4,6076,3,Is it good to ask advice from strangers online?,"Yes, generally speaking, but I would add one condition. Efficiency is the biggest advantage of technology, but overdependence is the danger. People should use it as a tool, not as a replacement for judgment or real interaction. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
73,给别人建议,事物,5,6075,3,Should people prepare before giving advice?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
73,给别人建议,事物,6,1718,3,"Whose advice is more helpful, parents’ or friends’?","In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
73,给别人建议,事物,7,1717,3,What kinds of advice do parents give to their children?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
73,给别人建议,事物,8,1716,3,How do experts give advice to others?,"I think the best way is to combine personal effort with support from the wider environment. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
73,给别人建议,事物,9,1715,3,What advice do parents give to teenagers about making friends?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,1,779,2,Describe a popular person You should say: Who this person is What he or she is like Why you think this person is popular How this person influences the public,"I would like to talk about Leo, who is a good example of a popular person. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Leo one Saturday afternoon, and what stood out to me was the way this person behaved in ordinary situations. We spent time together in a normal daily situation that became surprisingly memorable, and I noticed that Leo was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Leo did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Leo so clearly is connected with everyday life and personal values. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Leo."
74,受欢迎的人,人物,2,5918,3,Why do people want to be popular?,"The main reason is that people's choices are shaped by both practical needs and emotions. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,3,5917,3,Is it easier to become popular nowadays?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
74,受欢迎的人,人物,4,5916,3,Do you think good teacher are always popular among students?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
74,受欢迎的人,人物,5,5915,3,Is it important for a teacher to be popular?,"Yes, generally speaking, but I would add one condition. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
74,受欢迎的人,人物,6,778,3,What kinds of people are more popular at school?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,7,777,3,Why are some people less famous?,"The main reason is that people's choices are shaped by both practical needs and emotions. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,8,776,3,What are the qualities of being a good teacher?,"In my opinion, the key point is balance. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. That is why I think it is important, especially when it improves people's real behaviour instead of just sounding positive."
74,受欢迎的人,人物,9,771,3,Why are some students popular in school?,"The main reason is that people's choices are shaped by both practical needs and emotions. Regular practice is more important than talent. People improve when they receive feedback, repeat useful language, and stay motivated even after making mistakes. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
74,受欢迎的人,人物,10,770,3,Do you think popular stars have more freedom or less freedom?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
74,受欢迎的人,人物,11,769,3,What influences do popular stars have on teenagers?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,12,768,3,Do you think children should imitate their idols?,"Yes, generally speaking, but I would add one condition. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,13,767,3,Do you know any popular star who really likes helping other people?,"In my opinion, the key point is balance. The result is important, but the process can be even more valuable. People learn confidence by dealing with pressure, making decisions, and accepting feedback. Different groups may need different approaches, so a flexible answer is usually more realistic."
74,受欢迎的人,人物,14,766,3,What are the qualities of being popular?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
75,想见的名人,,1,5747,2,Describe a famous person you would like to meet You should say: Who he/she is How you knew him/her How/where you would like to meet him/her And explain why you would like to meet him/ her,"I would like to talk about Nina, who is a good example of a famous person I would like to meet. I have known this person for quite a while, so my answer is based on real impressions rather than just one dramatic incident.

I first got to know Nina last summer, and what stood out to me was the way this person behaved in ordinary situations. We spent time together in a normal daily situation that became surprisingly memorable, and I noticed that Nina was patient, reliable, and surprisingly good at making other people feel comfortable. For example, when there was a small disagreement, Nina did not try to win the argument immediately. Instead, this person listened first and then offered a sensible suggestion.

The reason I remember Nina so clearly is connected with everyday life and personal values. This person showed me that character is often revealed in small habits, not in big speeches. I also learned that being impressive does not always mean being loud or perfect. Sometimes it simply means being consistent, thoughtful, and useful when other people need support. That is why I still have a very positive impression of Nina."
75,想见的名人,,2,1702,3,Why can some celebrities stay famous for a long time while some cannot?,"The main reason is that people's choices are shaped by both practical needs and emotions. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. So I would say it is useful when people use it thoughtfully and avoid taking it to an extreme."
75,想见的名人,,3,1701,3,What are the advantages and disadvantages of becoming a celebrity?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. The main risk is choosing the easiest short-term solution and ignoring the long-term cost."
75,想见的名人,,4,1700,3,What influences can famous people have on the society?,"In my opinion, the key point is balance. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
75,想见的名人,,5,1699,3,How can people become famous?,"I think the best way is to combine personal effort with support from the wider environment. People's answers often depend on age, income, habits, and family background. That is why a simple topic can lead to very different opinions. Different groups may need different approaches, so a flexible answer is usually more realistic."
